id,question,choices,answer
293,"The Dickenson Company has purchased a hand-operated machine of the following description; after a year, it can purchase an automatic machine of equal capacity and sell the first machine for $1,600. The following data is available: Hand-Operated Machine Automatic Machine Purchase price $4,400 $6,200 Expected Useful life 5 years 4 years Expected salvage value $0 $0 Annual operating costs $2,600 $800 The current interest rate is 8%. Which of the following options should the company chose? Option A - Keep the hand-operated machine 5 years. Option B - Keep the hand-operated machine 1 year, sell it, and purchase the automatic to use for 4 years. Round all calculations to the nearest dollar.","['Neither options'
 'Keep the hand-operated machine for 4 years, then switch to the automatic machine for 1 year'
 'Purchase the automatic machine immediately without selling the hand-operated machine'
 'Option B'
 'Keep the hand-operated machine for 3 years, then switch to the automatic machine for 2 years'
 'Keep the hand-operated machine for 2 years, then switch to the automatic machine for the remaining 3 years'
 'Option A, but negotiate a higher salvage value for the hand-operated machine after 5 years'
 'Option B, but seek a lower purchase price for the automatic machine'
 'Option A' 'Both options']",D
897,"A defendant and his friend were drinking heavily one night at the friend's house. They both became intoxicated. After several hours, both the friend and the defendant passed out. In the middle of the night, the defendant awoke with a headache. He went down to the kitchen and poured himself another shot of whiskey. The defendant also felt hungry and decided to make himself some eggs. After fixing his snack, he inadvertently forgot to turn off the stove. A gas leak occurred, causing a fire that burned down the house. If the defendant is charged with arson, he will be found","['guilty, because the defendant was reckless.'
 'not guilty, because he was not aware of the gas leak.'
 'guilty, because the defendant was criminally negligent.'
 'not guilty, because the defendant did not commit a felony.'
 'guilty, because he caused property damage.'
 'guilty, because he was intoxicated.'
 'not guilty, because arson requires the presence of malice.'
 'guilty, because he failed to turn off the stove.']",G
369,Suppose that there are two firms in the market facing no costs of production and a demand curve given by Q = 150 - P for their identical products. Suppose the two firms choose prices simultaneously as in the Bertrand model. Compute the prices in the nash equilibrium.,['30' '50' '0' '25' '150' '75' '90' '120' '100' '60'],C
124,"_______ economy is the term used to describe individuals being hired for a specific task rather than on a long-term basis. While this results in _________ which is beneficial for businesses, issues for those employed in such a manner relate to increased ________, uncertainty and a lack of _______.","['Gig, Flexibility, Risk, Social welfare structures'
 'Gig, Autonomy, Flexibility, Social welfare structures'
 'Contract, Risk, Flexibility, Autonomy'
 'Sharing, Flexibility, Risk, Social welfare structures'
 'Freelance, Risk, Autonomy, Social welfare structures'
 'Sharing, Flexibility, Stability, Social welfare structures'
 'Traditional, Flexibility, Risk, Social welfare structures'
 'Gig, Stability, Risk, Social welfare structures'
 'Sharing, Risk, Flexibility, Autonomy' 'Gig, Risk, Flexibility, Autonomy']",A
617,"A department store had gross sales this month of $72,8 00, and returns and allowances were 12percent ofthe net sales. If net sales + returns and allowances = gross sales, find the net sales in dollars.","['$57,200.00' '$72,800.00' '$65,000.00' '$7,800.00' '$60,000.00'
 '$75,000.00' '$68,000.00' '$62,400.00' '$70,000.00' '$64,000.00']",C
281,"The distributors of oil from theMoloRepublic are willing to buy 60-p barrels per day, when p = dollars per barrel. The Republic's officials are willing to supply (p^2 / 10) barrels per day. i) What is the equilibrium price of oil? ii) How many barrels will be sold at the equilibrium price?","['Equilibrium price is 18 dollars, Number of barrels sold is 54 per day'
 'Equilibrium price is 12 dollars, Number of barrels sold is 72 per day'
 'Equilibrium price is 10 dollars, Number of barrels sold is 70 per day'
 'Equilibrium price is 8 dollars, Number of barrels sold is 64 per day'
 'Equilibrium price is 25 dollars, Number of barrels sold is 50 per day'
 'Equilibrium price is 40 dollars, Number of barrels sold is 10 per day'
 'Equilibrium price is 30 dollars, Number of barrels sold is 50 per day'
 'Equilibrium price is 15 dollars, Number of barrels sold is 45 per day'
 'Equilibrium price is 5 dollars, Number of barrels sold is 30 per day'
 'Equilibrium price is 20 dollars, Number of barrels sold is 40 per day']",J
680,"The Magic-Voice Radio Supply Company is taking inventory at the end of the year. One of the items on stock is their # 84A tube. Records for these tubes show the following: Quantity Cost per Tube Inventory, January 1 800 $.252 Purchase of March 3 2,000 $.247 Purchase of June 5 1,500 $.262 Purchase of October 13 900 $.27 Purchase of November 25 600 $.272 If the quantity of these tubes on hand is 1,700, what would be the value of the inventory using each of the following methods? (a) Average Cost (b) FIFO (c) LIFO","['$440.00, $460.00, $425.00' '$439.60, $459.60, $424.90'
 '$437.00, $457.00, $422.00' '$441.20, $461.20, $426.30'
 '$435.80, $455.80, $421.10' '$436.40, $456.40, $421.70'
 '$438.00, $458.00, $423.00' '$437.60, $457.60, $422.90'
 '$438.60, $458.60, $423.90' '$439.00, $459.00, $424.00']",I
769,"Calculate the Gross Domestic Product using the total expenditure approach:
Consumption Expenditures | $500 billion
Wages and salaries | $400 billion
(Gross Private) Investments Expenditures | $80 billion
Government Expenditures | $100 billion
Taxes | $70 billion
Imports | $50 billion
Exports | $30 billion
What is the GDP (in billions)?",['700' '730' '710' '760' '640' '680' '650' '720' '750' '660'],J
739,"If Mr. Hammer's disposable income last year was $5,000 and his total expenditures were 4,600, what was his propensity to save?",['7%' '3%' '12%' '15%' '10%' '8%' '5%' '25%' '2%' '20%'],F
943,"A state has passed a law that provides that only residents of the state who are citizens of the United States can own agricultural land in the state. A out- of-state farmer who is a U. S. citizen has contracted, subsequent to the aforementioned law, to purchase a farm from a landowner, which is located in the state. The landowner, who is a resident of the state, has been informed by his attorney that his sales agreement with the farmer is null and void under state law. Which of the following is the best constitutional argument to contest the validity of the state statute?","['The privileges and immunities clause of the Fourteenth Amendment.'
 'The commerce clause under Article I, Section 8.'
 'The due process clause of the Fifth Amendment.'
 'The equal protection clause of the Fourteenth Amendment.'
 'The free exercise clause of the First Amendment.'
 'The privileges and immunities clause under Article IV, Section 2.'
 'The national property power provision under Article IV, Section 3.'
 'The contract clause prohibition against a state from enacting any law that will impair the obligation of contracts.'
 'The establishment clause of the First Amendment.'
 'The takings clause of the Fifth Amendment.']",F
141,"Mr. Norman Schwartz, age 30, wants to take out a $15,000 insurance policy. What will be his difference in annual premiums between a 20-payment life policy and an ordinary life paid-up-at 65 policy? If he dies at age 62, how much will he have paid in for each policy?","['$30.55' '$29.55' '$34.55' '$32.55' '$33.55' '$28.55' '$27.55' '$26.55'
 '$31.55' '$25.55']",B
